,host,count
7588,drjo014a102.embratel.net.br,36
7589,oahu-5.u.aloha.net,36
7590,sraigw.sra.co.jp,36
7591,46wfsl.eglin.af.mil,36
7592,hri.eckerd.edu,36
7593,beekj.jsc.nasa.gov,36
7594,hurd.rhs.brevard.k12.fl.us,36
7595,dialup61.afn.org,36
7596,dd02-022.compuserve.com,36
7597,dlnpc.pe.ornl.gov,36
7598,voodoo.scripps.edu,36
7599,safelab2.tamu.edu,36
7600,cad214.cadvision.com,36
7601,novix01.lacusc.co.la.ca.us,36
7602,halifax-ts4-12.nstn.ca,36
7603,montmorency-vision.gel.ulaval.ca,36
7604,dial020.vanderbilt.edu,36
7605,ad08-034.compuserve.com,36
7606,ppp2_081.bekkoame.or.jp,36
7607,labmac5.coe.uwf.edu,36
7608,host101.alpha.ncsc.mil,36
7609,violin-06.synapse.net,36
7610,srv1s18.saglac.qc.ca,36
7611,rdrum.umext.maine.edu,36
7612,mac-hayward.den.mmc.com,36
7613,relay1gw.alcatel.fr,36
7614,msuacad.morehead-st.edu,36
7615,stimpy.tcom.wmich.edu,36
7616,n874797.ksc.nasa.gov,36
7617,kimbark.uchicago.edu,36
7618,fac100630.law.duke.edu,36
7619,host20.ascend.interop.eunet.de,36
7620,edcpc202.cr.usgs.gov,36
7621,assign23.comnet.com,36
7622,starlite.mit.edu,36
7623,slip35.enet.net,36
7624,ad07-003.compuserve.com,36
7625,hh3mac19.acs.ohio-state.edu,36
7626,ad07-015.compuserve.com,36
7627,p18-31.dialup.uvic.ca,36
7628,tebenn01.remote.louisville.edu,36
7629,linux.infosquare.it,36
7630,slip5-201.fl.us.ibm.net,36
7631,dougal.atm.ox.ac.uk,36
7632,bess.erc.msstate.edu,36
7633,pnp.delta.net,36
7634,gumbo-slip-d2.no.neosoft.com,36
7635,line010.pg.mindlink.net,36
7636,gyokuro.csl.sri.com,36
7637,slip-14-11.ots.utexas.edu,36
7638,jm.gradyn.co.uk,36
7639,aa058.du.pipex.com,36
7640,ac201.du.pipex.com,36
7641,dd12-072.compuserve.com,36
7642,ttyq7.tyrell.net,36
7643,pppb20.netaccess.on.ca,36
7644,mc8329.co.marin.ca.us,36
7645,lyrichord.com,36
7646,canard.engr.ucdavis.edu,36
7647,rn3.swc.com,36
7648,sprite165.azstarnet.com,36
7649,mcguire.nswc.navy.mil,36
7650,mod76pc.resd.honeywell.com,36
7651,p102060402.adr.co.uk,36
7652,orlfl2-11.gate.net,36
7653,jcaruso2.lerc.nasa.gov,36
7654,iplsun.eglin.af.mil,36
7655,ix-wpb-fl1-06.ix.netcom.com,36
7656,dd12-023.compuserve.com,36
7657,car01.caracas.geco-prakla.slb.com,36
7658,ip201-194.wiu.bgu.edu,36
7659,peak.org,36
7660,drjo007a178.embratel.net.br,36
7661,iphcip7.physik.uni-mainz.de,36
7662,bgeuse.clark.net,36
7663,drjo014a099.embratel.net.br,36
7664,igor.wavemetrics.com,36
7665,crppmac4.epfl.ch,36
7666,ix-pa9-19.ix.netcom.com,36
7667,jbaird_pc.slc.unisysgsg.com,36
7668,dialin15.internode.net,36
7669,port105.iwaynet.net,36
7670,ppp-nyc-2-20.ios.com,36
7671,guppy.ksc.nasa.gov,36
7672,chiptool.tor.hookup.net,36
7673,ix-vf1-21.ix.netcom.com,36
7674,fatenet1.idirect.com,36
7675,h-pandemonium.norfolk.infi.net,36
7676,sivm.si.edu,36
7677,kip-2-sn-170.dartmouth.edu,36
7678,port26.cos1-annex.usa.net,36
7679,slip19.noc.unam.mx,36
7680,dwkm74.usa1.com,36
7681,cnynppp1.epix.net,36
7682,mtmac10.ep.chalmers.se,36
7683,ppp-66-52.dialup.winternet.com,36
7684,ares.six.udc.es,36
7685,summit.kyodo-tsushin.co.jp,36
7686,rknight.qualcomm.com,36
7687,kip-2-sn-342.dartmouth.edu,36
7688,nci.coil.com,36
7689,wxguy.pdial.interpath.net,36
7690,pm69-52.smartlink.net,36
7691,hdesk001.ct.utk.edu,36
7692,wkstn12.labs.emich.edu,36
7693,norm_ponder.chinalake.navy.mil,36
7694,soho.ios.com,36
7695,kowalskir.jsc.nasa.gov,36
7696,slip58.indirect.com,36
7697,dpaul.cais.com,36
7698,slip5-199.fl.us.ibm.net,36
7699,inv1dmsjkn.er.usgs.gov,36
7700,dec27.ncat.edu,36
7701,lfhm32.hso.link.com,36
7702,drjo004a119.embratel.net.br,36
7703,paintbrush.cs.washington.edu,36
7704,sfap57.aberdeen.sedco-forex.slb.com,36
7705,ibm-4-enet.jp.interop.net,36
7706,sys191_46.orl.mmc.com,36
7707,cba_803.sdsu.edu,36
7708,ix-knx-tn1-20.ix.netcom.com,36
7709,story.dfrc.nasa.gov,36
7710,line018.nwm.mindlink.net,36
7711,ppp12.enterprise.net,36
7712,libloan1.library.uri.edu,36
7713,pc98210.naa.rockwell.com,36
7714,pclab4.ce.suu.edu,36
7715,z111.euronet.nl,36
7716,home100.nj.nec.com,36
7717,sfsp18.slip.net,36
7718,slip3-88.fl.us.ibm.net,36
7719,sbbannach.cs.sunysb.edu,36
7720,pip843.aud.alcatel.com,36
7721,dial022.vanderbilt.edu,36
7722,term1-1.vta.west.net,36
7723,bainbridge.eng.auburn.edu,36
7724,ad14-048.compuserve.com,36
7725,dwkm55.usa1.com,36
7726,ix-mor-nj1-15.ix.netcom.com,36
7727,asgard.cs.colorado.edu,36
7728,tuna.pond.com,36
7729,n1032343.ksc.nasa.gov,36
7730,cgiedm.sas.ab.ca,36
7731,herndler.iaea.or.at,36
7732,port44.aixdialin.siu.edu,36
7733,ppp0.golden.org,36
7734,cloyd.bbn.com,36
7735,rcpc.tucson.saic.com,36
7736,fermi.concordia.ca,36
7737,slip3.nicoh.com,36
7738,bismark.colorado.edu,36
7739,ix-prv1-15.ix.netcom.com,36
7740,ix-stl5-04.ix.netcom.com,36
7741,acc-centris-17.tamu.edu,36
7742,pc10750.pc.cc.cmu.edu,36
7743,minnie.bell.inmet.com,36
7744,kip-2-sn-401.dartmouth.edu,36
7745,kip-2-sn-333.dartmouth.edu,36
7746,ednet1.osl.or.gov,36
7747,mac03.for.ulaval.ca,36
7748,pm69.smartlink.net,36
7749,cathree.gsfc.nasa.gov,36
7750,smithj.plh.af.mil,36
7751,evghuang.arlut.utexas.edu,36
7752,hstar.gsfc.nasa.gov,36
7753,libra.everest.tandem.com,36
7754,ppp203.aix.or.jp,36
7755,h96-178.ccnet.com,36
7756,universe9.barint.on.ca,36
7757,inti.rz.fh-fulda.de,36
7758,ip136.flg.primenet.com,36
7759,rydzajt.nl.nuwc.navy.mil,36
7760,ppp4.golden.org,36
7761,frontdesk.it-hsc.louisville.edu,36
7762,brembed.polaroid.com,36
7763,pmegamac.ucsd.edu,36
7764,firewall.genie.net,36
7765,n1031716.ksc.nasa.gov,36
7766,dd01-025.compuserve.com,36
7767,scserv.acc.stolaf.edu,36
7768,reeves.wpb.nuwc.navy.mil,36
7769,snowmass.zdv.gov,36
7770,betelguese.mdcorp.ksc.nasa.gov,36
7771,metzler01.chemie.uni-kl.de,36
7772,pm-wsh1-242.coastalnet.com,36
7773,mlh34-c.ethz.ch,36
7774,net249.metronet.com,36
7775,sac1-119.calweb.com,36
7776,babbage.csee.usf.edu,36
7777,iist.scu.edu,36
7778,rhonda.com,36
7779,dd02-003.compuserve.com,36
7780,jrr3fep.tokai.jaeri.go.jp,36
7781,mcmahon.lsis.loral.com,36
7782,budbeep.planet.net,36
7783,ad09-001.compuserve.com,36
7784,dp029.ppp.iglou.com,36
7785,remote28.compusmart.ab.ca,36
7786,sang.switch.bellcore.com,36
7787,ix-stp-fl1-19.ix.netcom.com,36
7788,blv-pm2-ip9.halcyon.com,36
7789,hoban.gsfc.nasa.gov,36
7790,daha-78-237.ipt.aol.com,36
7791,oliverbn.easynet.co.uk,36
7792,ppp03x.utd.rochester.edu,36
7793,ibm-7-enet.jp.interop.net,36
7794,gaea.aer.com,36
7795,pm51.csra.net,36
7796,stallion.itd.nrl.navy.mil,36
7797,nagoya103.infosphere.or.jp,36
7798,ad085.du.pipex.com,36
7799,ppp-nyc-1-31.ios.com,36
7800,crdimag2.library.arizona.edu,36
7801,n1122113.ksc.nasa.gov,36
7802,pc2591.princeton.edu,36
7803,jupiter7.mae.ncsu.edu,36
7804,guest1.the-wire.com,36
7805,arcturus.tdb.uu.se,36
7806,n1376634.ksc.nasa.gov,36
7807,line107.nwm.mindlink.net,36
7808,n872707.ksc.nasa.gov,36
7809,fts3p27-bfs.scri.fsu.edu,36
7810,slip37-139.il.us.ibm.net,36
7811,job.systems.dhl.com,36
7812,flovmand.control.auc.dk,36
7813,slip-c-10.ots.utexas.edu,36
7814,slip144-204.ut.nl.ibm.net,36
7815,trentu.ca,36
7816,mars144.terraport.net,36
7817,dyn-65.direct.ca,36
7818,krlc07.hcf.jhu.edu,36
7819,slip22.duncan.island.net,36
7820,ix-mia3-29.ix.netcom.com,36
7821,ns1.seagate.com,36
7822,rutledge.sde.state.sc.us,36
7823,loon.cs.mun.ca,36
7824,ix-den12-21.ix.netcom.com,36
7825,spacectr.cbu.edu,36
7826,cmm-mac252.ucsd.edu,36
7827,uszsira.unizh.ch,36
7828,pchb1r.gallaudet.edu,36
7829,duttnsv2.tn.tudelft.nl,36
7830,marlin.bio.umass.edu,36
7831,ppp-106.magg.net,36
7832,n868769.ksc.nasa.gov,36
7833,pcsed.pi.infn.it,36
7834,ix-day-oh1-25.ix.netcom.com,36
7835,lambda.inflab.bme.hu,36
7836,pm1-orl9.iag.net,36
7837,az.engraph.com,36
7838,fred.tuc.noao.edu,36
7839,nvcc.nvc.cc.ca.us,36
7840,kruuna.helsinki.fi,36
7841,ix-dc14-08.ix.netcom.com,36
7842,falcon.eng.warwick.ac.uk,36
7843,ad12-025.compuserve.com,36
7844,ppp06-12.rns.tamu.edu,36
7845,omnifest.uwm.edu,36
7846,zachry.mindspring.com,36
7847,dd13-059.compuserve.com,36
7848,drjo011a033.embratel.net.br,36
7849,ts1-pt1.pcnet.com,36
7850,ix-atl10-28.ix.netcom.com,36
7851,tmh6586.dukepower.com,36
7852,cherryhill20.voicenet.com,36
7853,emp8.empnet.com,36
7854,orlfl2-26.gate.net,36
7855,ip13.abq-dialin.hollyberry.com,36
7856,cen13-100.centera.co.za,36
7857,line8.bern.ping.ch,36
7858,dd10-015.compuserve.com,36
7859,slip3-202.fl.us.ibm.net,36
7860,dd02-024.compuserve.com,36
7861,turnpike08.onramp.net,36
7862,kingston13.easynet.co.uk,36
7863,ortho84-28.ucsd.edu,36
7864,pc9.kb-pm2-1.eunet.no,36
7865,dialup96-048.swipnet.se,36
7866,homer01.u.washington.edu,36
7867,cmrosa.vip.best.com,36
7868,muggles.demon.co.uk,36
7869,dd02-008.compuserve.com,36
7870,cbrc-a15.mgh.harvard.edu,36
7871,barracuda.inst.bnl.gov,36
7872,theory.caltech.edu,35
7873,kelvin.physics.mun.ca,35
7874,ix-mem-tn2-01.ix.netcom.com,35
7875,rzstud1.rz.uni-karlsruhe.de,35
7876,sii-4-49.sii.com,35
7877,dialup-69.werple.mira.net.au,35
7878,lemon.eng.auburn.edu,35
7879,thsmac9.ths.kth.se,35
7880,pc43.uopphx.uophx.edu,35
7881,jdavis.lerc.nasa.gov,35
7882,cad60.cadvision.com,35
7883,annex1s38.urc.tue.nl,35
7884,cyberialon1.easynet.co.uk,35
7885,blackbird.lab.metro-ms.ac.jp,35
7886,dels_mac.chinalake.navy.mil,35
7887,fhw17.reshall.berkeley.edu,35
7888,poincare.hamline.edu,35
7889,dyn-165.direct.ca,35
7890,mac01.royall.umkc.edu,35
7891,tschrepel.ball.com,35
7892,stavanger107.telepost.no,35
7893,netport-23.iu.net,35
7894,iozzo2.cgs.tju.edu,35
7895,dmsoproto.ida.org,35
7896,pm3_24.digital.net,35
7897,ppp02.aug.com,35
7898,gespie4044.erin.utoronto.ca,35
7899,titania.ucsd.edu,35
7900,ip192.eau.primenet.com,35
7901,anna.delphi.co.uk,35
7902,wlboppp4.epix.net,35
7903,xyplex1-1-6.intersource.com,35
7904,somerset.clark.net,35
7905,easysb1.easynet.com,35
7906,dialup6.datamar.com.ar,35
7907,charlesw.mindspring.com,35
7908,arnetpc-197.arn.net,35
7909,sol.ccs.deakin.edu.au,35
7910,drjo014a100.embratel.net.br,35
7911,lc012.stetson.edu,35
7912,ix-wc1-03.ix.netcom.com,35
7913,drjo003a106.embratel.net.br,35
7914,hfrost.engen.com,35
7915,ix-dc8-20.ix.netcom.com,35
7916,d16.inxpress.net,35
7917,ppp148.aix.or.jp,35
7918,dd03-063.compuserve.com,35
7919,pl01734.ksc.nasa.gov,35
7920,swrl17.gina.slip.csu.net,35
7921,netport-20.iu.net,35
7922,commsun.its.csiro.au,35
7923,nb6p20-bfs.scri.fsu.edu,35
7924,gblib01.ccc.csuhayward.edu,35
7925,dialup-022.lit.intellinet.com,35
7926,line04.pm1.abb.mindlink.net,35
7927,itcpc10.cl.uh.edu,35
7928,dyn-314.direct.ca,35
7929,turnpike63.onramp.net,35
7930,sprite46.azstarnet.com,35
7931,lux.tele.nokia.fi,35
7932,concept.break.com.au,35
7933,violin-03.synapse.net,35
7934,ppp287.st.rim.or.jp,35
7935,smithsmacii.larc.nasa.gov,35
7936,xyplex4-2-10.ucs.indiana.edu,35
7937,edtnpt02-port-3.agt.net,35
7938,geffken3.chemie.uni-hamburg.de,35
7939,srf-28.nbn.com,35
7940,solb.sc.ic.ac.uk,35
7941,pc5102.pc.cc.cmu.edu,35
7942,vtkstl.vitek.com,35
7943,slave.lancs.ac.uk,35
7944,ix-frm-ma1-05.ix.netcom.com,35
7945,yeti.didac-mip.fr,35
7946,linux.mlckew.edu.au,35
7947,endo1.bih.harvard.edu,35
7948,dungeon.microserve.net,35
7949,host23.cyberg8t.com,35
7950,dd11-002.compuserve.com,35
7951,mx14.iac.honeywell.com,35
7952,ad02-005.compuserve.com,35
7953,drjo007a184.embratel.net.br,35
7954,vifa1.freenet.victoria.bc.ca,35
7955,ix-day-oh1-12.ix.netcom.com,35
7956,ix-tac-wa1-04.ix.netcom.com,35
7957,fts3p29-bfs.scri.fsu.edu,35
7958,me-wuk.sombio.siu.edu,35
7959,dino.tafe.sa.edu.au,35
7960,ppp3.visi.com,35
7961,ws39.ace.siue.edu,35
7962,cisasm29.uhc.com,35
7963,line02.micronet.it,35
7964,dlabrecque.vpi.hydro.qc.ca,35
7965,win66.nas.nasa.gov,35
7966,hembree.us.ohio-state.edu,35
7967,slip4.fs.cei.net,35
7968,itcpc9.cl.uh.edu,35
7969,mpdpc01767.nneco.nu.com,35
7970,t8.dialup.peg.apc.org,35
7971,donau.adv.magwien.gv.at,35
7972,nagoya104.infosphere.or.jp,35
7973,netsvr.sjc.org,35
7974,ppp188-50.fla.net,35
7975,ana0012.deltanet.com,35
7976,unicomp1.unicomp.net,35
7977,turnpike23.onramp.net,35
7978,transducers6.ksc.nasa.gov,35
7979,mmason.clark.net,35
7980,biomech.slip.lm.com,35
7981,sbcm.com,35
7982,sun.koblenz.fh-rpl.de,35
7983,pauldav.demon.co.uk,35
7984,libref02.uoregon.edu,35
7985,axe.asel.udel.edu,35
7986,summer.giss.nasa.gov,35
7987,ppp46.qc.cgi.ca,35
7988,ix-hou5-20.ix.netcom.com,35
7989,ad12-047.compuserve.com,35
7990,cs128-4.u.washington.edu,35
7991,alum-cmpq-18.qro.itesm.mx,35
7992,fruit.wff.nasa.gov,35
7993,ksa1245.ksc.nasa.gov,35
7994,user1.aea11.k12.ia.us,35
7995,columbia.csr.utexas.edu,35
7996,lccwest235.skiles.gatech.edu,35
7997,glenn.sea.sikorsky.com,35
7998,ppp10.enter.net,35
7999,fm09.ms.ornl.gov,35
8000,glamis.barwonwater.vic.gov.au,35
8001,ip157.fhu.primenet.com,35
8002,chevron24.bio.ucalgary.ca,35
8003,x430.kvoa.com,35
8004,ext-ns.dpie.gov.au,35
8005,dial08.lloyd.com,35
8006,ix-sd10-01.ix.netcom.com,35
8007,ppp057-stdkn2.ulaval.ca,35
8008,yoda.unl.edu,35
8009,pondhse.demon.co.uk,35
8010,pc020a.gccs.grin.edu,35
8011,ix-mon5-27.ix.netcom.com,35
8012,eware.lsis.loral.com,35
8013,phills.u-net.com,35
8014,kip-2-sn-94.dartmouth.edu,35
8015,ad045.pool.dircon.co.uk,35
8016,pavo.poci.amis.com,35
8017,ibm30.nynexst.com,35
8018,ix-ir14-04.ix.netcom.com,35
8019,bidd50.biddeford.com,35
8020,plks-s1.intac.com,35
8021,rhedgeland.gsfc.nasa.gov,35
8022,dial12.phoenix.net,35
8023,aldiel.ts2.ameritel.net,35
8024,b10.ppp.mo.net,35
8025,pches424.hes.okstate.edu,35
8026,pe04.isg-us.com,35
8027,ip133.vivanet.com,35
8028,freenet3.afn.org,35
8029,cs1p2.ipswichcity.qld.gov.au,35
8030,ai043.du.pipex.com,35
8031,drjo014a097.embratel.net.br,35
8032,modych.kuicr.kyoto-u.ac.jp,35
8033,n749104.ksc.nasa.gov,35
8034,ad06-016.compuserve.com,35
8035,dialup22.afn.org,35
8036,shasan.sp.trw.com,35
8037,symcon.interlog.com,35
8038,occ_aix3.owens.cc.oh.us,35
8039,loro-powermac.stanford.edu,35
8040,tpafl-13.gate.net,35
8041,ch84.bc.edu,35
8042,ip109.san-diego.ca.interramp.com,35
8043,ad08-003.compuserve.com,35
8044,pale.kai.com,35
8045,iota.db.erau.edu,35
8046,cruzio.com,35
8047,cerberus5.wln.com,35
8048,dd10-029.compuserve.com,35
8049,slip189.indirect.com,35
8050,ix-col1-07.ix.netcom.com,35
8051,bootp-189-198.bootp.virginia.edu,35
8052,ip194.sna.primenet.com,35
8053,h-roadwork.norfolk.infi.net,35
8054,eul104.metronet.com,35
8055,slip168-206.sy.au.ibm.net,35
8056,mganic.tmit.ac.jp,35
8057,daniels.cl-ki.uni-osnabrueck.de,35
8058,dd10-032.compuserve.com,35
8059,davepmac.diageng.mei.com,35
8060,duchess.lib.csufresno.edu,35
8061,yak-ts1-p20.wolfe.net,35
8062,ssmith.osma.hq.nasa.gov,35
8063,ip-pdx6-38.teleport.com,35
8064,fram.nrsc.no,35
8065,ad11-011.compuserve.com,35
8066,dios.b8.ingr.com,35
8067,ix-slc2-23.ix.netcom.com,35
8068,tty3.maze.ppp.uab.edu,35
8069,slip20.cei.net,35
8070,ppp-15.lis.ab.ca,35
8071,eth115d.fac.swt.edu,35
8072,ip-pdx4-18.teleport.com,35
8073,ottawa-ts-30.nstn.ca,35
8074,drjo014a089.embratel.net.br,35
8075,dpc2.b8.ingr.com,35
8076,ix-stl3-03.ix.netcom.com,35
8077,p35.superlink.net,35
8078,afrmac15.arc.nasa.gov,35
8079,cj4986.jus.mt.gov,35
8080,slip02.unf.edu,35
8081,dwarf05.spin.com.mx,35
8082,jimw.atw.fullfeed.com,35
8083,geomac8.geomet.uv.es,35
8084,prusec.prusec.com,35
8085,larry14.slip.yorku.ca,35
8086,ts1-and-12.iquest.net,35
8087,dd13-062.compuserve.com,35
8088,ad03-006.compuserve.com,35
8089,clivew.demon.co.uk,35
8090,bussell.iris.com,35
8091,d155.nnb.interaccess.com,35
8092,a5040.dial.tip.net,35
8093,ugmac8.cems.umn.edu,35
8094,ist-1-04.gsfc.nasa.gov,35
8095,pirl.lpl.arizona.edu,35
8096,md0308.bwi.wec.com,35
8097,clio.ie.akita-u.ac.jp,35
8098,annex1s47.urc.tue.nl,35
8099,dcn54.hns.com,35
8100,serik.vscht.cz,35
8101,j16.ptl1.jaring.my,35
8102,gha066a00001.lancs.ac.uk,35
8103,ha148119.cc.nps.navy.mil,35
8104,arcturus.antares.es,35
8105,pm1-26.pclink.com,35
8106,ppp3.usd.edu,35
8107,annex12-2.dial.umd.edu,35
8108,anx105.netside.com,35
8109,ac188.du.pipex.com,35
8110,jax-a08.gttw.com,35
8111,linux.pnx.com,35
8112,dd09-069.compuserve.com,35
8113,gagnon.cebaf.gov,35
8114,ppp-hck-1-39.ios.com,35
8115,dd14-023.compuserve.com,35
8116,mathesonmac22.gatech.edu,35
8117,sanantonio-1-7.i-link.net,35
8118,kuts8p01.cc.ukans.edu,35
8119,hardwicke.islandnet.com,35
8120,pm214-52.smartlink.net,35
8121,port55.tserver2.ucf.edu,35
8122,dialup12.inow.com,35
8123,stt-slr-mep.jhuapl.edu,35
8124,acc-centris-11.tamu.edu,35
8125,comserv-f-57.usc.edu,35
8126,ad09-015.compuserve.com,35
8127,nwchi-d107.net.interaccess.com,35
8128,cs3p3.ipswichcity.qld.gov.au,35
8129,windchime.arc.nasa.gov,35
8130,pollard.csr.utexas.edu,35
8131,cc9.hns.com,35
8132,grover.worldcom.com,35
8133,drjo015a107.embratel.net.br,35
8134,leaf5.printronix.com,35
8135,ppp_7.bcn.servicom.es,35
8136,ts02-ind-6.iquest.net,35
8137,ppp2-01.inre.asu.edu,35
8138,synapse.umsmed.edu,35
8139,dh015052.cdev.com,35
8140,itasempara.mes.co.jp,35
8141,dial-06.mpls.millcomm.com,35
8142,rppp2.ns.net,35
8143,cadlab47.student.gu.edu.au,35
8144,n104796.ksc.nasa.gov,35
8145,ppp14.globalone.net,35
8146,conhaim.hip.berkeley.edu,35
8147,client2.sct.fr,35
8148,tn.fi.aau.dk,35
8149,tmerrit_pc.micron.com,35
8150,ad03-012.compuserve.com,35
8151,as3c-p15.mts.net,35
8152,alumni1.newcollege.utoronto.ca,35
8153,aurora.eexi.gr,35
8154,ad04-033.compuserve.com,35
8155,ts21p3.netvision.net.il,35
8156,p321.euronet.nl,35
8157,dinet239.spokpl.lib.wa.us,35
8158,kauhajoki.fi,35
8159,calvin.vcpc.univie.ac.at,35
8160,bidd8.biddeford.com,35
8161,ad13-007.compuserve.com,35
8162,port11.tserver2.ucf.edu,35
8163,hrz-ws33.hrz.uni-kassel.de,35
8164,tomz.msfc.nasa.gov,35
8165,beaker05.ovl.osc.edu,35
8166,slip28.enet.net,35
8167,net-1-133.eden.com,35
8168,wpbfl3-47.gate.net,35
8169,magma9.vpro.nl,35
8170,ix-stl3-15.ix.netcom.com,35
8171,sunray.colorado.edu,35
8172,slip64-203.ny.us.ibm.net,35
8173,ad03-034.compuserve.com,35
8174,mercury.sfsu.edu,35
8175,dd15-023.compuserve.com,35
8176,ix-nor-va2-04.ix.netcom.com,35
8177,ringotty2.jvnc.net,35
8178,brooks.dial-up.bdt.com,35
8179,smigw1.sumikin.co.jp,35
8180,edmr6.ccinet.ab.ca,35
8181,dtnet6-232.dt.navy.mil,35
8182,uckm001.pn.itnet.it,34
8183,sjldell.nlm.nih.gov,34
8184,port06.fishnet.net,34
8185,ad01-016.compuserve.com,34
8186,armstro.polaris.net,34
8187,gate.opc.com,34
8188,siimac6.epfl.ch,34
8189,davew.demon.co.uk,34
8190,psandstr.itz.se,34
8191,unix1.netaxs.com,34
8192,www_indy.isbe.ch,34
8193,pc101b.epg.phys.tue.nl,34
8194,sucia.rocket.com,34
8195,jupiter.yoshi.mgmt.waseda.ac.jp,34
8196,ip215.pom.primenet.com,34
8197,sasg025.ttd.sandia.gov,34
8198,drjo017a153.embratel.net.br,34
8199,peter.protel.de,34
8200,schan.ais.ucla.edu,34
8201,eul87.metronet.com,34
8202,rcmarks.clark.net,34
8203,rhope.dukepower.com,34
8204,cream.cambridge.scr.slb.com,34
8205,madrox.utias.utoronto.ca,34
8206,dialup809.chicago.mci.net,34
8207,ix-sf2-09.ix.netcom.com,34
8208,www.crhdq.ulaval.ca,34
8209,gpr2.ccinet.ab.ca,34
8210,lgbppp23.uni-c.dk,34
8211,cyberialon10.easynet.co.uk,34
8212,ssc107.usc.edu,34
8213,dialup1.sdserv.org,34
8214,ix-tam2-04.ix.netcom.com,34
8215,ppp179.iadfw.net,34
8216,montana.eng.utoledo.edu,34
8217,ix-phi1-14.ix.netcom.com,34
8218,pm1ip17.albany.net,34
8219,sl3.ndts1.ndscs.nodak.edu,34
8220,askmulti.aladdin.co.uk,34
8221,frank.htc.honeywell.com,34
8222,blee.cfo.hq.nasa.gov,34
8223,net-5.pix.za,34
8224,n1-3-204.macip.drexel.edu,34
8225,ab24.gtetel.com,34
8226,grail304.nando.net,34
8227,pc.chem.sc.edu,34
8228,junix.ju.edu,34
8229,ad14-001.compuserve.com,34
8230,cd-25.continuum.net,34
8231,akbars_pc.me.su.oz.au,34
8232,ip36.fresno.ca.interramp.com,34
8233,spark23.ecf.toronto.edu,34
8234,dialup028.unicom.net,34
8235,dialup97-016.swipnet.se,34
8236,dla303f05.dav.fau.edu,34
8237,bc.cyberspy.com,34
8238,ppp135.awod.com,34
8239,dip126.pixi.com,34
8240,dd02-055.compuserve.com,34
8241,n1123208.ksc.nasa.gov,34
8242,ip153.tokyo.jp.interramp.com,34
8243,h98-142.ccnet.com,34
8244,swrl71.gina.slip.csu.net,34
8245,osk0139.bekkoame.or.jp,34
8246,einstein.physics.dal.ca,34
8247,nac55.jp.interop.net,34
8248,goldwein1.xrt.upenn.edu,34
8249,pme020.awinc.com,34
8250,dynamic.ousd.k12.ca.us,34
8251,bass.iii.net,34
8252,tungl-15.centrum.is,34
8253,isbe-node164.isbe.state.il.us,34
8254,abel.bfsec.bt.co.uk,34
8255,pslip078.egr-ri.ids.net,34
8256,laptop.intellisoft.com,34
8257,ix-lb5-12.ix.netcom.com,34
8258,wahoo.ksc.nasa.gov,34
8259,ix-lv4-11.ix.netcom.com,34
8260,hge.tor.hookup.net,34
8261,pppa034.compuserve.com,34
8262,gspinell.nt.estec.esa.nl,34
8263,ix-akr-oh2-19.ix.netcom.com,34
8264,ss-67.slip.mcd.on.ca,34
8265,oz.plymouth.edu,34
8266,lemoyne.edu,34
8267,remote39.compusmart.ab.ca,34
8268,pm3_18.digital.net,34
8269,jarceo.extern.ucsd.edu,34
8270,235.8.internal.radian.com,34
8271,bpn235-6.gse.uci.edu,34
8272,dd06-017.compuserve.com,34
8273,dialup10.woodtech.com,34
8274,mac2.cs.orst.edu,34
8275,microb0.biostat.washington.edu,34
8276,un2sun2.unige.ch,34
8277,wpbfl2-16.gate.net,34
8278,comp05-1.iu.net,34
8279,wyndmoor1-53.slip.netaxs.com,34
8280,ppplink0.hookon.be,34
8281,cbapc33.cislabs.okstate.edu,34
8282,port29.tserver2.ucf.edu,34
8283,daffy.glenqcy.glenayre.com,34
8284,pm-1-11.connectnet.com,34
8285,sfghaids19.ucsf.edu,34
8286,uakombone-pvt-far.uakom.sk,34
8287,ppp2-15.calvacom.fr,34
8288,n1122263.ksc.nasa.gov,34
8289,s14.vie1.austria.eu.net,34
8290,ad02-039.compuserve.com,34
8291,tosgood.tigernet.net,34
8292,fiddler.eecs.umich.edu,34
8293,ns.secis.com,34
8294,rparker.mag-net.co.uk,34
8295,puppy.sim.es.com,34
8296,ppp-hck-1-5.ios.com,34
8297,slip173.hk.super.net,34
8298,ip152.fhu.primenet.com,34
8299,grail609.nando.net,34
8300,dial111.cognet.com,34
8301,samiam.vmedia.com,34
8302,du08.oy.mesh.ad.jp,34
8303,mtemple.arl.mil,34
8304,djay.sj.scruznet.com,34
8305,ix-phx3-08.ix.netcom.com,34
8306,britsoft.demon.co.uk,34
8307,pm029-06.dialip.mich.net,34
8308,pic.bbn.com,34
8309,dialup-4-39.gw.umn.edu,34
8310,drjo007a188.embratel.net.br,34
8311,cwachs.sp.trw.com,34
8312,utr0024.pi.net,34
8313,ppp-dc-1-8.ios.com,34
8314,ix-tf6-21.ix.netcom.com,34
8315,226.186.med.umich.edu,34
8316,pc-test-9.nmsu.edu,34
8317,gw.atria.com,34
8318,port1_10.worldramp.net,34
8319,ppp119.rtd.com,34
8320,xochitl.nuclecu.unam.mx,34
8321,borg03.jsc.nasa.gov,34
8322,viper.llnl.gov,34
